"project_id","date","species","samples","n_profiles"
"PR-00018592",2016-06-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018599",2016-06-26,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018600",2021-08-02,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00018602",2016-10-05,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018602",2019-02-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018602",2020-02-13,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018604",2019-09-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018613",2016-07-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018613",2016-07-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018613",2016-08-05,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018617",2018-07-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018619",2018-09-24,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018620",2017-03-25,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018620",2017-04-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018620",2017-04-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018620",2018-02-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018620",2018-02-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018620",2018-10-30,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018620",2018-12-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018620",2019-09-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018622",2016-06-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018635",2016-11-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018635",2016-12-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018635",2016-12-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018635",2016-12-12,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00018647",2019-09-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018647",2020-01-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018647",2020-02-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018647",2020-11-25,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018647",2021-01-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018647",2021-01-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018647",2021-02-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018655",2018-08-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018655",2020-01-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018656",2020-02-10,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018656",2020-08-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018662",2019-10-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018665",2017-01-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018665",2017-09-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018665",2018-01-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018665",2018-06-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018665",2020-01-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018665",2020-07-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018675",2016-07-20,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00018676",2017-05-17,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00018681",2017-10-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018684",2017-06-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018691",2020-10-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018697",2016-10-06,"Methicillin-Resistant Staphylococcus aureus",6,1
"PR-00018697",2016-10-27,"Methicillin-Resistant Staphylococcus aureus",6,2
"PR-00018697",2016-12-01,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018697",2016-12-15,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018697",2017-02-16,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00018697",2017-05-11,"Methicillin-Resistant Staphylococcus aureus",6,2
"PR-00018697",2018-02-08,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00018699",2021-09-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018701",2016-09-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018701",2017-03-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00018701",2017-08-14,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018704",2016-08-17,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00018708",2016-08-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018715",2017-09-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018718",2017-08-10,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018718",2018-10-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018718",2018-11-15,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00018718",2019-08-29,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018723",2018-02-17,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018723",2020-02-13,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00018729",2019-08-12,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00018734",2019-10-11,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00018734",2019-12-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00018736",2021-09-23,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018738",2016-08-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018742",2017-01-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018742",2018-01-15,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00018742",2018-01-20,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018742",2018-03-05,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018742",2018-03-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018742",2018-08-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018742",2018-08-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018743",2017-08-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018746",2017-08-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018746",2017-08-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018746",2017-08-27,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00018746",2018-01-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018756",2016-08-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018757",2019-07-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018757",2020-02-06,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018761",2017-03-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018762",2018-08-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018772",2018-09-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018773",2016-12-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018779",2016-10-10,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018796",2017-01-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018802",2016-10-03,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00018802",2016-11-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018802",2018-06-01,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00018807",2017-06-15,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018807",2017-09-08,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018807",2017-11-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018807",2018-09-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018807",2018-11-14,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018807",2020-01-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018807",2020-03-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018810",2017-01-23,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018815",2018-06-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018832",2016-09-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018837",2017-06-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018837",2018-08-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018837",2019-02-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018837",2020-06-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018845",2017-12-05,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018848",2019-07-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018850",2016-11-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018850",2017-02-02,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018850",2017-03-17,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00018850",2017-04-07,"Methicillin-Resistant Staphylococcus aureus",5,2
"PR-00018851",2018-12-11,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018869",2017-03-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018870",2016-12-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018875",2016-10-26,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018885",2016-11-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018885",2016-12-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018885",2017-01-10,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00018885",2017-06-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018902",2017-04-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018904",2017-01-12,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00018909",2016-10-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018916",2017-01-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018916",2017-04-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018916",2017-10-17,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018916",2018-04-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018924",2016-11-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018929",2016-12-12,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018929",2016-12-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018933",2016-11-10,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00018934",2017-03-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018934",2017-06-26,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018934",2017-09-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018934",2017-11-23,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00018934",2018-02-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018940",2016-12-19,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00018940",2016-12-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018940",2019-03-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018943",2017-07-31,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00018943",2018-05-29,"Methicillin-Susceptible Staphylococcus aureus",7,1
"PR-00018943",2018-06-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018951",2017-01-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018958",2016-12-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018961",2019-05-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018967",2016-12-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018967",2016-12-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018970",2018-10-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018972",2017-08-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018974",2017-05-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018974",2017-05-11,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00018992",2016-12-09,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00018993",2016-12-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018995",2017-07-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00018997",2018-03-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00018997",2018-03-21,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00018997",2018-06-11,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019005",2018-02-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019006",2018-01-20,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00019010",2017-05-14,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00019011",2018-10-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019012",2018-05-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019012",2019-08-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019014",2017-06-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019014",2019-01-14,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019017",2017-12-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019017",2018-01-24,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019029",2018-04-17,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00019029",2018-11-27,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019032",2017-04-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019034",2017-01-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019035",2016-12-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019041",2017-01-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019041",2017-01-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019041",2017-02-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019041",2017-02-25,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019041",2017-03-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019041",2017-03-29,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019041",2017-12-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019058",2017-06-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019058",2017-06-07,"Methicillin-Susceptible Staphylococcus aureus",8,2
"PR-00019058",2017-06-12,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00019062",2019-03-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019064",2021-04-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019065",2021-04-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019065",2021-10-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019067",2017-01-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019071",2020-11-10,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019076",2017-10-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019076",2017-12-05,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019076",2017-12-14,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019080",2020-10-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019085",2018-10-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019089",2020-06-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019090",2017-02-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019110",2018-06-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019113",2020-03-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019118",2019-05-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019122",2017-04-11,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019123",2018-02-09,"Methicillin-Susceptible Staphylococcus aureus",5,4
"PR-00019127",2017-08-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019131",2017-02-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019136",2019-04-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019137",2018-01-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019150",2018-04-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019159",2017-02-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019162",2018-04-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019165",2017-03-04,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00019166",2017-08-21,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019171",2021-03-15,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00019179",2021-01-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019182",2017-03-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019184",2017-11-06,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019184",2017-12-10,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019199",2018-11-02,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00019210",2017-03-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019214",2017-11-01,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019215",2017-05-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019218",2018-02-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019219",2018-11-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019219",2020-01-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019219",2020-10-05,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00019223",2017-04-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019230",2017-08-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019231",2017-05-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019233",2017-04-21,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00019235",2017-09-01,"Methicillin-Susceptible Staphylococcus aureus",7,1
"PR-00019237",2017-04-07,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019238",2017-10-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019242",2017-06-13,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019259",2018-03-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019259",2018-06-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019259",2018-07-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019259",2018-07-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019259",2018-08-29,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019259",2018-10-12,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019259",2019-01-10,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019259",2019-05-07,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019259",2019-05-23,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019259",2019-08-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019263",2017-05-15,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019263",2021-02-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019267",2018-06-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019271",2020-10-20,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019275",2018-01-16,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019276",2021-10-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019280",2017-05-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019280",2017-05-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019280",2017-05-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019289",2021-08-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019291",2017-08-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019291",2017-10-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019291",2017-10-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019293",2018-08-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019293",2020-06-12,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00019296",2017-05-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019296",2017-05-31,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019296",2017-07-03,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019300",2019-08-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019305",2017-11-27,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00019311",2017-05-13,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019314",2017-10-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019317",2018-06-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019320",2017-06-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019323",2020-01-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019324",2018-01-11,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00019324",2018-04-12,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00019324",2018-05-01,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00019324",2018-08-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019324",2018-09-19,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00019324",2020-12-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019333",2017-06-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019333",2017-07-17,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019334",2017-05-26,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00019337",2019-11-15,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00019341",2017-09-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019345",2018-06-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019345",2018-07-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019345",2018-09-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019372",2017-09-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019372",2017-10-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019377",2018-03-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019391",2017-07-03,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019399",2019-09-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019405",2021-02-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019406",2017-08-07,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019406",2017-09-01,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019408",2018-11-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019410",2017-07-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019411",2018-01-12,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019413",2019-07-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019423",2019-04-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019427",2018-09-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019431",2018-05-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019432",2017-07-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019437",2018-01-05,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019437",2018-01-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019439",2018-01-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019440",2018-10-04,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019446",2019-07-31,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00019447",2017-07-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019449",2017-07-24,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019450",2017-08-09,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00019450",2017-08-20,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00019450",2017-08-21,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019450",2017-09-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019450",2017-10-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019453",2017-12-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019454",2017-08-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019466",2017-10-09,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019466",2018-04-20,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00019468",2017-08-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019478",2017-11-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019478",2019-01-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019480",2017-10-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019484",2017-10-30,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019484",2017-11-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019490",2018-10-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019491",2019-06-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00019492",2018-10-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019493",2021-11-28,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00019507",2017-10-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019509",2017-11-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019509",2018-01-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00019509",2018-09-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019518",2017-12-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019522",2017-12-20,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00019528",2017-12-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019532",2017-12-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019532",2018-03-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019536",2017-10-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00019536",2017-10-07,"Methicillin-Susceptible Staphylococcus aureus",7,1
